date,price_usd,commodity_name,commodity_type,country,iso3,region,subregion,market,price_type,unit,unit_std,price_per_unit,price_source,gdp_ppp17,gdppc_ppp,gnipc_ppp,population,inflation,income_level
01/04/2013,0.59,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.59,Domestic,,,,42647492,-6.601185641,
01/05/2013,0.58,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.58,Domestic,,,,42647492,-6.601185641,
01/06/2013,0.58,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.58,Domestic,,,,42647492,-6.601185641,
01/07/2013,0.56,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.56,Domestic,,,,42647492,-6.601185641,
01/08/2013,0.57,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.57,Domestic,,,,42647492,-6.601185641,
01/09/2013,0.56,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.56,Domestic,,,,42647492,-6.601185641,
01/10/2013,0.56,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.56,Domestic,,,,42647492,-6.601185641,
01/11/2013,0.56,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.56,Domestic,,,,42647492,-6.601185641,
01/12/2013,0.56,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.56,Domestic,,,,42647492,-6.601185641,
01/01/2014,0.52,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.52,Domestic,,,,42647492,-6.601185641,
01/02/2014,0.51,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.51,Domestic,,,,42647492,-6.601185641,
01/03/2014,0.51,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.51,Domestic,,,,42647492,-6.601185641,
01/04/2014,0.51,Bread,Bread,Afghanistan,AFG,Asia,Southern Asia,Herat,Retail,Kg,kg,0.51,Domestic,,,,42647492,-6.601185641,
